order_id,customer_id,product_id,product_name,category,quantity,unit_price,total_amount,order_date,region,payment_method,status,discount_pct
64862a5c-bf13-4c3c-a009-302dcb4cae6a,CUST4847,P008,Yoga Mat,Sports,1,853.48,853.48,2024-03-16 00:00:00,South,COD,Shipped,0.197
060ee973-fbc3-4e8c-87ae-5dfe974baf9c,CUST8421,P004,Running Shoes,Footwear,3,6979.87,20939.61,2024-08-19 00:00:00,North,Debit Card,Processing,0.279
38acf1ca-db3d-4952-8e25-638a56872631,CUST9136,P005,Coffee Maker,Appliances,1,3110.73,3110.73,2024-10-28 00:00:00,East,Credit Card,Cancelled,0.223
4e0ece93-8c00-4ebf-a1e6-469b2acd49f9,CUST3233,P007,Backpack,Accessories,2,2254.94,4509.88,2024-01-16 00:00:00,North,Net Banking,Cancelled,0.14
81bb3a59-a5a8-4441-b6f0-fe34f6a779da,CUST3772,P005,Coffee Maker,Appliances,3,3415.94,10247.82,2024-06-07 00:00:00,West,COD,Completed,0.072
3f6d77f5-4274-4bc8-90ae-1e77b665e739,CUST3223,P006,Novel,Books,2,540.89,1081.78,2024-01-09 00:00:00,South,Debit Card,Shipped,0.085
6b2de1d8-c61f-4e10-b661-0b00f3b47770,CUST4921,P007,Backpack,Accessories,2,73526.35,147052.7,2024-04-11 00:00:00,Central,Credit Card,Shipped,0.016
fb7d3d6a-2cd2-4f87-9f85-298fe989ca56,CUST6384,P004,Running Shoes,Footwear,4,7598.18,30392.72,2024-03-24 00:00:00,East,COD,Cancelled,0.241
e8c143a9-7bbb-4da5-9641-a1dedcebada9,CUST1344,P004,Running Shoes,Footwear,4,2708.69,10834.76,2024-09-13 00:00:00,East,Debit Card,Completed,0.206
de48f364-374d-4db3-bf63-0478dd5c7f1e,CUST4392,P004,Running Shoes,Footwear,3,30323.88,90971.64,2024-03-10 00:00:00,East,COD,Returned,0.228
2f13e214-4f5f-47c4-a041-636f14616915,CUST1751,P001,Laptop,Electronics,1,64598.26,64598.26,2024-11-04 00:00:00,North,Debit Card,Cancelled,0.163
f6d96148-222b-469b-97f9-d41828527117,CUST6036,P001,Laptop,Electronics,1,111048.08,111048.08,2024-07-19 00:00:00,Central,Debit Card,Shipped,0.004
e97e81d0-07c8-4cb9-8616-73cc78545c70,CUST3367,,Coffee Maker,Appliances,2,4053.24,8106.48,2024-07-19 00:00:00,South,,Completed,0.142
d23d6ba7-efb8-40d1-998b-2ad8ce4b8b45,CUST7484,P005,Coffee Maker,Appliances,5,5474.24,27371.2,2024-04-26 00:00:00,North,COD,Returned,0.064
6af7e089-93eb-4612-a5b2-6eef456a36c2,CUST7850,P005,Coffee Maker,Appliances,1,4457.53,4457.53,2024-03-07 00:00:00,West,UPI,Processing,0.099
71e67966-809c-4d55-9c5e-582a99b3e200,CUST4940,P007,Backpack,Accessories,3,2615.23,7845.69,2024-04-26 00:00:00,East,COD,Completed,0.105
0f0305f2-5d0a-4d36-99eb-65ef8a562a01,CUST1090,P006,Novel,Books,3,782.42,2347.26,2024-03-12 00:00:00,South,UPI,Processing,0.257
ee4e293f-5fab-4f0e-9ab0-5185b840cd06,CUST1780,P005,Coffee Maker,Appliances,3,3579.51,10738.53,2024-08-13 00:00:00,Central,Debit Card,Shipped,0.012
ec106ce7-5a8c-4c34-9525-8720962e3367,CUST2868,P002,Headphones,Electronics,4,3713.88,14855.52,2024-10-31 00:00:00,Central,Debit Card,Processing,0.021
660f3cbc-82de-4a6f-827d-db04423ca2c6,CUST5969,P006,Novel,Books,5,425.27,2126.35,2024-07-03 00:00:00,North,Net Banking,Processing,0.15
a2bc0560-abc9-4ba2-8f10-3842faf7884d,CUST8741,P008,Yoga Mat,Sports,1,1360.48,1360.48,2024-12-19 00:00:00,South,Net Banking,Processing,0.3
3f7e9372-3563-4816-bc32-822e89d490f5,CUST2578,P003,T-Shirt,Apparel,3,2386.57,7159.71,2024-06-13 00:00:00,North,Credit Card,Shipped,0.083
97a7e29a-cb3b-4388-96f2-52f3fed1f0a9,CUST1937,P004,Running Shoes,Footwear,1,7862.07,7862.07,2024-09-19 00:00:00,South,COD,Returned,0.082
209020b9-d2e2-4ae2-846a-13295f4dcc7d,CUST9395,P002,Headphones,Electronics,2,2934.16,5868.32,2024-05-13 00:00:00,West,Debit Card,Completed,0.218
a5610ae9-7d4a-48f1-80e0-10a932ed20de,CUST5065,P003,T-Shirt,Apparel,3,1188.89,3566.67,2024-12-11 00:00:00,Central,COD,Processing,0.26
279e485f-27e2-4506-ab52-f36a1f89fbf7,CUST5220,P001,Laptop,Electronics,1,45510.25,45510.25,2024-03-27 00:00:00,South,Net Banking,Shipped,0.032
2e32212b-9fdb-40cc-8102-17c7520757be,CUST4681,P002,Headphones,Electronics,2,3240.16,6480.32,2024-05-20 00:00:00,West,UPI,Completed,0.181
fab0ae22-674a-4a3a-837d-7bc74f488b9d,CUST5044,P005,Coffee Maker,Appliances,1,3176.14,3176.14,2024-07-16 00:00:00,West,Credit Card,Shipped,0.137
0b739888-91cd-4042-9e8b-21f9b8ea71ce,CUST1583,P007,Backpack,Accessories,1,2343.64,2343.64,2024-08-01 00:00:00,Central,Credit Card,Cancelled,0.284
145cf622-24cf-4835-9519-d3b56a8ca1b6,CUST5285,P006,Novel,Books,3,591.67,1775.01,2024-01-15 00:00:00,West,COD,Completed,0.089
46b840b9-2339-4a0c-a28b-674c02a3285d,CUST1374,P004,Running Shoes,Footwear,4,4202.75,16811.0,2024-10-14 00:00:00,South,Debit Card,Shipped,0.148
f09d5458-4c7e-4eb0-bb23-87022f9a0514,CUST1782,P008,Yoga Mat,Sports,5,1771.99,8859.95,2024-12-27 00:00:00,North,Net Banking,Returned,0.256
b1dc1e7a-e2b8-4efe-b7a8-9c0df6042f91,CUST3172,P008,Yoga Mat,Sports,4,1987.1,7948.4,2024-08-23 00:00:00,North,Net Banking,Processing,0.079
6af7e089-93eb-4612-a5b2-6eef456a36c2,CUST6979,P005,Coffee Maker,Appliances,3,4103.39,12310.17,2024-03-16 00:00:00,West,Debit Card,Completed,0.028
5ad4f16b-e941-4b2e-b471-9ab5fe4beb83,CUST8043,P002,Headphones,Electronics,1,2825.67,2825.67,2024-06-19 00:00:00,North,Net Banking,Completed,0.025
7fcd9676-7c9d-4dc0-9c8c-8925113bfeac,CUST1527,P007,Backpack,Accessories,3,2634.54,7903.62,2024-06-02 00:00:00,West,Net Banking,Returned,0.193
3e13a649-bac9-49a6-b1e5-2c5ef8218263,CUST8840,P005,Coffee Maker,Appliances,2,1599.11,3198.22,2024-08-21 00:00:00,Central,UPI,Shipped,0.155
2457068c-c65b-4b17-aec2-6576dc6abea0,CUST9287,P006,Novel,Books,1,515.2,515.2,2024-09-08 00:00:00,West,Debit Card,Completed,0.171
2f02c7ea-69f6-48b7-a638-7b4ba81079e3,CUST1328,P006,Novel,Books,3,251.79,755.37,2024-12-08 00:00:00,South,Net Banking,Completed,0.124
ebd0478d-fe67-4498-b5c6-a5f0ff72f0ab,CUST2072,P008,Yoga Mat,Sports,2,1026.63,2053.26,2024-09-19 00:00:00,East,UPI,Returned,0.039
27baa9a8-8915-47ec-8917-78d4bf51bc3c,CUST1775,P008,Yoga Mat,Sports,5,1285.42,6427.1,2024-02-14 00:00:00,East,Net Banking,Cancelled,0.258
2e6bd344-7731-4aae-80ad-4349db01946f,CUST6570,P001,Laptop,Electronics,3,100768.27,302304.81,2024-01-14 00:00:00,South,UPI,Completed,0.168
61a84370-57b7-4028-bf01-6eadcd9fe97a,CUST1186,P001,Laptop,Electronics,5,101043.18,505215.9,2024-05-12 00:00:00,East,UPI,Completed,0.083
892b8c88-084e-4d6c-b1ef-e10779e10acc,CUST5598,P007,Backpack,Accessories,1,1254.13,1254.13,2024-11-17 00:00:00,East,Debit Card,Cancelled,0.113
df45f1f6-738c-43b6-a986-d24399f7984e,CUST1343,P004,Running Shoes,Footwear,4,3227.05,12908.2,2024-08-24 00:00:00,North,UPI,Completed,0.156
c02caebf-ca71-4091-af09-af335452b59e,CUST5929,P004,Running Shoes,Footwear,1,7303.09,7303.09,2024-11-03 00:00:00,East,Credit Card,Completed,0.093
2df01ed7-ccde-4d97-9291-3a8090c18dde,CUST3413,P005,Coffee Maker,Appliances,2,70899.72,141799.44,2024-07-27 00:00:00,Central,Debit Card,Shipped,0.205
4046e82d-d646-4b04-97de-5352feac0d68,CUST3111,P006,Novel,Books,3,437.88,1313.64,2024-09-13 00:00:00,Central,Debit Card,Processing,0.111
7ad2473d-a72f-483c-ab53-50dedf5916a5,CUST2749,P008,Yoga Mat,Sports,4,1515.31,6061.24,2024-08-30 00:00:00,Central,COD,Shipped,0.038
83da22f1-15b5-4345-b589-560b07ed1cb4,CUST6984,P007,Backpack,Accessories,4,1463.59,5854.36,2024-06-13 00:00:00,North,UPI,Processing,0.084
6b75f7d2-3795-4356-8085-a1ac03a33b5c,CUST5557,P004,Running Shoes,Footwear,1,2039.97,2039.97,2024-05-10 00:00:00,North,Credit Card,Cancelled,0.214
f6dc9fe8-cf4f-4f63-941c-3e411d993560,CUST9542,P002,Headphones,Electronics,5,2191.45,10957.25,2024-10-13 00:00:00,Central,Net Banking,Cancelled,0.252
0fda0021-da31-4d03-a355-95e166910e14,CUST9424,P005,Coffee Maker,Appliances,2,1909.36,3818.72,2024-02-01 00:00:00,North,Net Banking,Completed,0.131
1456ae33-07f2-444f-8179-e3757bc4621c,CUST7298,P008,Yoga Mat,Sports,5,1477.55,7387.75,2024-05-13 00:00:00,East,COD,Returned,0.097
7a7a24a6-7a95-4332-977a-c54411926439,CUST8922,P007,Backpack,Accessories,1,850.74,850.74,2024-07-22 00:00:00,North,UPI,Shipped,0.159
bbb2d9de-d219-4749-aff5-bdcbeefb5dd0,CUST8277,P006,Novel,Books,4,521.29,2085.16,2024-09-01 00:00:00,South,COD,Completed,0.183
48f5271b-baa0-4a87-b817-55906a671139,CUST1995,P003,T-Shirt,Apparel,2,25941.03,51882.06,2024-11-27 00:00:00,West,Net Banking,Completed,0.147
ea6ac342-12dc-4937-81dd-cd0ed81f5ed7,CUST8166,P001,Laptop,Electronics,3,70451.59,211354.77,2024-04-17 00:00:00,North,COD,Returned,0.017
d217fd85-501c-4c02-831f-cbe1d64ffe9d,CUST2494,P008,Yoga Mat,Sports,1,1940.15,1940.15,2024-05-24 00:00:00,North,COD,Cancelled,0.032
7cd276c6-0cc2-48c1-b606-84388c9c4925,CUST7401,P002,Headphones,Electronics,5,3895.28,19476.4,2024-01-17 00:00:00,South,UPI,Completed,0.01
c496123d-3bf4-4a86-a059-0a231b044bba,CUST7114,P006,Novel,Books,3,379.64,1138.92,2024-07-13 00:00:00,North,COD,Completed,0.231
0efda042-acc0-405c-9de1-fd5f63ba74fe,CUST4414,P004,Running Shoes,Footwear,1,4461.17,4461.17,2024-12-01 00:00:00,Central,COD,Cancelled,0.069
f5cc0383-49eb-4036-8bd4-7a8974cee1c0,CUST7933,P006,Novel,Books,2,721.69,1443.38,2024-05-19 00:00:00,West,Credit Card,Processing,0.145
4644544c-1305-4fe7-b5c9-340ac353f3eb,CUST1426,P005,Coffee Maker,Appliances,2,4970.67,9941.34,2024-12-23 00:00:00,South,Debit Card,Completed,0.117
bf25d659-65fb-4e10-b3a9-1ec5a820e8a0,CUST9829,P007,Backpack,Accessories,3,2520.1,7560.3,2024-01-17 00:00:00,North,COD,Returned,0.129
ff6e129e-d93f-4527-8218-9922e732dbcf,CUST1619,P005,Coffee Maker,Appliances,1,4310.22,4310.22,2024-11-06 00:00:00,South,Credit Card,Returned,0.25
908c7097-7019-40da-a11a-14ebdab85814,CUST7532,P007,Backpack,Accessories,5,1967.62,9838.1,2024-10-09 00:00:00,North,COD,Processing,0.116
a7c8ae3a-4dee-49d6-9104-d78b009f2bdd,CUST6229,P005,Coffee Maker,Appliances,3,1683.93,5051.79,2024-06-22 00:00:00,North,COD,Returned,0.182
552c0bcf-53ab-4163-98e7-2f43f305a1a7,CUST6507,P006,Novel,Books,1,291.08,291.08,2024-08-30 00:00:00,East,COD,Shipped,0.159
474b410f-6339-45f9-9ed7-57b7f5b0f415,CUST5173,P007,Backpack,Accessories,1,1708.11,1708.11,2024-09-19 00:00:00,West,Credit Card,Shipped,0.162
46618cf1-755b-4f73-9f58-a2d50157effb,CUST5055,P007,Backpack,Accessories,4,1576.56,6306.24,2024-01-10 00:00:00,East,Credit Card,Completed,0.105
65c33aad-eb4a-467b-8340-b8f0b29111bc,CUST3338,P003,T-Shirt,Apparel,4,952.43,3809.72,2024-06-24 00:00:00,West,Credit Card,Returned,0.067
85e07ca7-9fa0-4075-afdb-b0dcb7eeafcd,CUST3766,P008,Yoga Mat,Sports,1,1743.79,1743.79,2024-08-13 00:00:00,West,COD,Shipped,0.17
36345297-a95f-47f8-99dd-1b0c16da2352,CUST3551,P005,Coffee Maker,Appliances,4,5345.63,21382.52,2024-06-15 00:00:00,North,Net Banking,Cancelled,0.045
3e74a31b-3ae6-4c8b-8a3d-642febe49219,CUST8955,P003,T-Shirt,Apparel,5,1044.76,5223.8,2024-01-14 00:00:00,West,UPI,Processing,0.17
56ed3ba8-1120-4ac5-83f0-d4b88e84853f,CUST6337,P006,Novel,Books,3,437.36,1312.08,2024-09-30 00:00:00,North,COD,Cancelled,0.25
d9caa2e6-73b0-40fe-a6fa-c9f40a250a65,CUST7576,P005,Coffee Maker,Appliances,4,1291.95,5167.8,2024-09-30 00:00:00,South,Debit Card,Shipped,0.269
3da04622-6705-4d44-9159-ad4eec6c54e7,CUST8272,P006,Novel,Books,3,267.7,803.1,2024-06-24 00:00:00,North,Net Banking,Shipped,0.121
f2c739ce-92b6-4995-9f10-380ea17ec82f,CUST9178,P007,Backpack,Accessories,4,2309.39,9237.56,2024-11-24 00:00:00,East,COD,Cancelled,0.288
23e0715b-45d6-43ac-bf10-ab3635c65fa3,CUST2581,P005,Coffee Maker,Appliances,2,2993.22,5986.44,2024-08-17 00:00:00,East,Debit Card,Cancelled,0.096
250236df-0517-4773-9bc2-4df6f324db50,CUST6119,P002,Headphones,Electronics,4,3271.18,13084.72,2024-02-16 00:00:00,West,COD,Returned,0.075
fe26f1e3-b07a-4958-83c9-1845d7187c18,CUST5440,P004,Running Shoes,Footwear,3,6578.37,19735.11,2024-06-06 00:00:00,South,Debit Card,Cancelled,0.187
c9f917d6-6292-464f-b68c-e700e1863bcf,CUST5350,P008,Yoga Mat,Sports,2,571.08,1142.16,2024-04-19 00:00:00,Central,COD,Cancelled,0.129
0046257d-52ba-4776-bcb7-cf4832df75a4,CUST3669,P007,Backpack,Accessories,3,3886.91,11660.73,2024-11-05 00:00:00,East,Credit Card,Completed,0.222
085a3224-33ca-48d5-8e0e-49ea5e1ae96e,CUST5183,P001,Laptop,Electronics,2,46204.21,92408.42,2024-05-06 00:00:00,East,Debit Card,Shipped,0.209
62c45a49-2e1b-48d6-9513-6c46cc2b37ab,CUST5998,P007,Backpack,Accessories,5,2067.59,10337.95,2024-07-17 00:00:00,West,Credit Card,Shipped,0.188
a97efd8a-0637-41af-a0fe-391e8f3b34da,CUST2682,P003,T-Shirt,Apparel,5,2461.6,12308.0,2024-05-08 00:00:00,West,Credit Card,Completed,0.238
78fb90b9-7f42-42b3-9286-087553593a2a,CUST5510,P006,Novel,Books,5,777.53,3887.65,2024-03-05 00:00:00,North,Credit Card,Completed,0.285
fa2b4c6c-7b83-4c44-ac42-266b67161e88,CUST9497,P004,Running Shoes,Footwear,4,7762.36,31049.44,2024-01-16 00:00:00,West,Credit Card,Returned,0.193
a1842cf5-eff1-4319-8810-577adfc3a802,CUST2093,P003,T-Shirt,Apparel,2,1401.66,2803.32,2024-07-31 00:00:00,North,COD,Cancelled,0.245
a3593a74-98f3-47e2-9611-da946de0d56b,CUST2203,P005,Coffee Maker,Appliances,2,3596.5,7193.0,2024-09-28 00:00:00,South,COD,Completed,0.202
0939bb8a-e14b-49b5-a12c-98b5bc35469b,CUST4846,P002,Headphones,Electronics,3,3466.02,10398.06,2024-02-23 00:00:00,West,COD,Cancelled,0.017
6776e7a9-69bd-41d6-9295-488911fc2ebe,CUST9084,P003,T-Shirt,Apparel,4,2415.35,9661.4,2024-11-09 00:00:00,West,COD,Cancelled,0.289
c4bfeb90-0c3e-40cc-8da2-f0251ccdda8a,CUST4512,P008,Yoga Mat,Sports,4,673.89,2695.56,2024-06-26 00:00:00,West,Debit Card,Returned,0.289
0da7e80c-8a29-46e6-a102-73abb4596641,CUST4302,P003,T-Shirt,Apparel,5,338.91,1694.55,2024-10-25 00:00:00,North,Credit Card,Returned,0.078
72fcd247-702d-4758-8dfa-cf46c006443a,CUST4063,P008,Yoga Mat,Sports,5,815.91,4079.55,2024-08-25 00:00:00,Central,Net Banking,Cancelled,0.291
e034db69-ab71-4eca-9b65-063c8f146843,CUST3454,P007,Backpack,Accessories,2,1200.94,2401.88,2024-09-24 00:00:00,Central,UPI,Processing,0.033
374afc03-772c-4963-8c4f-ee21af02b180,CUST1282,P008,Yoga Mat,Sports,5,1164.52,5822.6,2024-09-18 00:00:00,North,Debit Card,Processing,0.205
3ddfac5f-b17d-42f2-804d-43162601df36,CUST1411,P005,Coffee Maker,Appliances,1,5280.26,5280.26,2024-08-31 00:00:00,North,Credit Card,Cancelled,0.277
19014736-becc-4956-8d10-2370b963c08c,CUST8062,P006,Novel,Books,5,432.69,2163.45,2024-06-21 00:00:00,West,Credit Card,Returned,0.016
ea6403e9-0fc7-4b59-947b-1376b9f1886f,CUST6051,P002,Headphones,Electronics,3,3540.2,10620.6,2024-05-08 00:00:00,South,UPI,Shipped,0.088
62aedc63-b3a6-40bc-9642-19b9a39951f6,CUST8085,P003,T-Shirt,Apparel,4,1285.07,5140.28,2024-08-04 00:00:00,South,COD,Returned,0.287
6b940261-3b68-4385-95f0-210478fc6f50,CUST5590,P008,Yoga Mat,Sports,5,1379.16,6895.8,2024-03-26 00:00:00,West,Net Banking,Processing,0.011
0607bf3a-7942-4b84-bbda-12649ef035de,CUST7033,P002,Headphones,Electronics,2,1940.25,3880.5,2024-08-20 00:00:00,West,UPI,Returned,0.088
992e3b12-8b39-4204-9940-a8b21517dce2,CUST6013,P005,Coffee Maker,Appliances,5,4157.27,20786.35,2024-07-16 00:00:00,North,UPI,Returned,0.068
edd90230-73c5-40f0-bddb-eadee12859d4,CUST7052,P004,Running Shoes,Footwear,1,6785.03,6785.03,2024-06-30 00:00:00,East,Debit Card,Completed,0.164
7c21c44b-adc8-43f0-9da0-df624c0916e2,CUST4072,P006,Novel,Books,3,634.67,1904.01,2024-01-25 00:00:00,West,Debit Card,Shipped,0.24
5d163258-299d-45f8-92f4-1cf28de6bf8b,CUST7451,P004,Running Shoes,Footwear,5,3909.04,19545.2,2024-04-19 00:00:00,West,Credit Card,Returned,0.101
50de6416-0104-4745-81fe-c03d2d6085c0,CUST7649,P001,Laptop,Electronics,3,78720.19,236160.57,2024-02-06 00:00:00,West,Net Banking,Processing,0.071
1237b514-4bef-4b9b-8f2a-f281f4ebd1ad,CUST2457,P004,Running Shoes,Footwear,3,1772.98,5318.94,2024-01-12 00:00:00,North,Net Banking,Shipped,0.101
19438c20-5739-471f-9a45-4bcf890ced82,CUST6138,P008,Yoga Mat,Sports,1,1830.6,1830.6,2024-04-10 00:00:00,South,UPI,Completed,0.127
fd2b679f-ebb5-429e-bf5f-46249e437bcf,CUST9410,P006,Novel,Books,2,614.34,1228.68,2024-11-21 00:00:00,North,Debit Card,Returned,0.045
f3577ae1-f43b-4eb8-8a33-143df112dc3b,CUST9611,P004,Running Shoes,Footwear,1,4675.25,4675.25,2024-08-13 00:00:00,East,Debit Card,Returned,0.188
bb660323-4081-41f5-adc5-e500d3d0e422,CUST9988,P001,Laptop,Electronics,4,79021.35,316085.4,2024-01-20 00:00:00,Central,Debit Card,Returned,0.21
7b3ba143-7d9e-4973-a033-55352b34cb00,CUST2516,P006,Novel,Books,2,737.88,1475.76,2024-06-02 00:00:00,Central,UPI,Completed,0.213
c1504de1-3eb5-4ea4-a0ac-4a50a427a4de,CUST4448,P005,Coffee Maker,Appliances,1,2427.84,2427.84,2024-11-22 00:00:00,Central,COD,Processing,0.286
3ea4df81-b8c9-44f7-9bbd-6cf6ae452de5,CUST2410,P007,Backpack,Accessories,4,2503.33,10013.32,2024-12-20 00:00:00,South,Net Banking,Cancelled,0.167
26ceb5e3-91df-48d1-b2b4-64da874ddae0,CUST8170,P006,Novel,Books,4,764.15,3056.6,2024-12-08 00:00:00,Central,UPI,Returned,0.135
eae7a182-fa02-4e66-96ad-8197a6d53f18,CUST9135,P001,Laptop,Electronics,1,56720.55,56720.55,2024-11-23 00:00:00,Central,Net Banking,Cancelled,0.065
6d7620cf-79a8-4a5e-a984-56bb9cf70d00,CUST8053,P004,Running Shoes,Footwear,1,7718.67,7718.67,2024-12-01 00:00:00,Central,Debit Card,Processing,0.055
f80c2267-66a1-4d56-8a4e-899c1bfafe66,CUST8348,P002,Headphones,Electronics,4,4563.11,18252.44,2024-12-01 00:00:00,West,Debit Card,Processing,0.077
03c78add-64e6-45de-8359-97278d52ad51,CUST9575,P001,Laptop,Electronics,4,69765.1,279060.4,2024-11-03 00:00:00,East,Debit Card,Completed,0.257
306f1614-939e-4880-859d-5ff90574819e,CUST1624,P005,Coffee Maker,Appliances,1,1494.44,1494.44,2024-11-01 00:00:00,North,COD,Processing,0.208
e754d47c-2c9d-4431-a682-34a0e5ad62b0,CUST8925,P003,T-Shirt,Apparel,2,1995.14,3990.28,2024-07-06 00:00:00,North,Credit Card,Shipped,0.276
9264f6eb-e64d-43b5-886b-c4ae6896b220,CUST1939,P001,Laptop,Electronics,2,56779.19,113558.38,2027-02-12 18:29:34,West,UPI,Cancelled,0.123
0ee60752-4aac-49fe-8b07-6add262cf16b,CUST6226,P005,Coffee Maker,Appliances,4,4683.44,18733.76,2024-02-04 00:00:00,South,UPI,Cancelled,0.281
bc66b31f-261a-42cd-ad28-2a8fc720180e,CUST1397,P006,Novel,Books,2,763.64,1527.28,2024-10-04 00:00:00,South,Net Banking,Completed,0.204
23d643ad-b1f5-4c33-baaa-e3b6cd1ab26f,CUST9476,P008,Yoga Mat,Sports,3,1502.25,4506.75,2024-11-10 00:00:00,Central,Credit Card,Completed,0.175
f53413a2-efd3-4e88-99d0-21fe1ff8600b,CUST2893,P006,Novel,Books,5,276.57,1382.85,2024-07-09 00:00:00,North,Net Banking,Processing,0.273
03b55505-f121-4064-b035-46a9884056c0,CUST2783,P006,Novel,Books,2,654.9,1309.8,2024-10-22 00:00:00,North,Credit Card,Processing,0.273
f481acda-fbf6-493b-8dd0-2e0f2bdd5ea2,CUST3963,P006,Novel,Books,1,201.23,201.23,2024-02-21 00:00:00,South,Credit Card,Shipped,0.057
84189c16-ce49-4354-920b-e860ad23e399,CUST7035,P004,Running Shoes,Footwear,2,7244.08,14488.16,2024-08-30 00:00:00,South,UPI,Shipped,0.191
e87154e3-33de-40d4-8cab-cafcae2b5995,CUST7474,P005,Coffee Maker,Appliances,1,4840.89,4840.89,2024-06-28 00:00:00,Central,Credit Card,Returned,0.13
9c5caedc-430e-4a83-b33f-19d44a181fb2,CUST3077,P008,Yoga Mat,Sports,2,536.32,1072.64,2024-08-01 00:00:00,West,UPI,Processing,0.078
98cb6b6a-2594-43d3-8059-3dc4a6b1ca10,CUST3128,P007,Backpack,Accessories,4,3227.94,12911.76,2024-03-25 00:00:00,West,COD,Shipped,0.113
1a61266d-f79c-423b-a5e7-4a38b91148bc,CUST2741,P008,Yoga Mat,Sports,1,1409.92,1409.92,2024-01-02 00:00:00,South,UPI,Shipped,0.045
ed4e8ce0-a76f-408a-aa47-b7e762cb770b,CUST6807,P004,Running Shoes,Footwear,5,4367.9,21839.5,2024-10-17 00:00:00,South,Debit Card,Cancelled,0.057
2d692487-a4b3-47b9-89e0-77f2198380c7,CUST4102,P001,Laptop,Electronics,5,59534.45,297672.25,2024-11-06 00:00:00,North,Debit Card,Returned,0.177
06b360dd-346a-41d0-ab54-98c8e887f182,CUST6674,P007,Backpack,Accessories,4,3433.58,13734.32,2024-05-07 00:00:00,North,Debit Card,Cancelled,0.264
d29949b3-e346-4bbb-8051-aee81a80fcea,CUST3616,P007,Backpack,Accessories,3,1836.86,5510.58,2024-03-17 00:00:00,North,COD,Shipped,0.201
e747fa3c-8d81-4f04-b194-8269d098e7b1,CUST2015,P001,Laptop,Electronics,3,114123.49,342370.47,2024-08-08 00:00:00,Central,Debit Card,Shipped,0.291
42b6be29-3813-435a-a1b1-23b30019ff4a,CUST1214,P008,Yoga Mat,Sports,3,753.96,2261.88,2024-11-08 00:00:00,North,Debit Card,Completed,0.09
269d7b4b-b8f1-495e-a75e-9fbea41f5cd5,CUST4938,P001,Laptop,Electronics,2,115159.93,230319.86,2024-08-06 00:00:00,North,Credit Card,Returned,0.028
46bd343c-9540-43e2-809f-77a5e43dde93,CUST6057,P007,Backpack,Accessories,5,1120.3,5601.5,2024-10-18 00:00:00,South,Debit Card,Returned,0.248
f4d0722e-28d8-4602-907a-874677ef7413,CUST9834,P005,Coffee Maker,Appliances,2,4810.84,9621.68,2024-07-28 00:00:00,West,UPI,Cancelled,0.25
04026022-d468-492b-a9e8-5cf06a45af23,CUST9960,P002,Headphones,Electronics,2,1771.13,3542.26,2024-12-30 00:00:00,West,Credit Card,Shipped,0.126
d3cb4176-620f-4802-9176-af83067599ba,CUST5101,P005,Coffee Maker,Appliances,2,5532.49,11064.98,2024-02-16 00:00:00,East,UPI,Processing,0.061
4a7c20a1-89d1-4d72-9c52-a37a87fbad6e,CUST3405,P001,Laptop,Electronics,5,49205.21,246026.05,2024-04-10 00:00:00,Central,COD,Processing,0.263
